stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,wheelchair_boarding,stop_timezone,location_type,parent_station
73376,73376,BOLOGNA (MB),,41.913060,12.520938,,,,,
80479,80479,TOGLIATTI/MAZZOCCOLO,,41.861777,12.569547,,,,,
76912,76912,CASAL TIDEI,,41.942112,12.577188,,,,,
73154,73154,P.ZA IRNERIO (MA),,41.897955,12.430488,,,,,
71929,71929,OSTIENSE/LGT S. PAOLO,,41.862528,12.478645,,,,,
72227,72227,CASSIA/BARBANTINI,,41.992710,12.394573,,,,,
75689,75689,ACQUAFREDDA/GARESSIO 1,,41.897318,12.395520,,,,,
20142,20142,TIBURTINA/CASTEL MADAMA,,41.933758,12.603652,,,,,
77018,77018,BARTOLO LONGO/SALAZAR,,41.935150,12.569570,,,,,
99116,99116,MONTEBELLO,,42.011065,12.488978,,,,,
77738,77738,ORTONA DEI MARSI/MONTENERODOMO,,41.916142,12.693140,,,,,
82865,82865,MODUGNO/MASTROIANNI,,41.788413,12.393752,,,,,
77623,77623,COMPOSITORI/MOLININI,,41.765168,12.471797,,,,,
75514,75514,APPIA/ENEA,,41.873073,12.525365,,,,,
71363,71363,BUENOS AIRES,,41.917992,12.500400,,,,,
72457,72457,BONIFAZI/NORIS,,41.905960,12.415700,,,,,
76254,76254,DE CAROLIS/MACCAGNO,,41.917193,12.439285,,,,,
71335,71335,SCALO S. LORENZO/TALAMO,,41.893930,12.516922,,,,,
72775,72775,COMANO/MOLAZZANA,,41.955043,12.513778,,,,,
72521,72521,FRANTOIO/ERPICE,,41.913458,12.561332,,,,,
75094,75094,TINTORETTO/GOZZOLI,,41.833843,12.489167,,,,,
71090,71090,PRENESTINA/TOR DE' SCHIAVI,,41.894802,12.559790,,,,,
75172,75172,CAMPARI/LEPETIT,,41.889790,12.587153,,,,,
71250,71250,MOLFETTA,,41.890070,12.575727,,,,,
74573,74573,PORTUENSE/VIGNA PIA,,41.865077,12.458860,,,,,
74039,74039,MOSCHIANO/SOLOPACA,,41.722433,12.519553,,,,,
72586,72586,ROBINIE/AZALEE,,41.882582,12.568617,,,,,
70671,70671,TERME CARACALLA/PORTA ARDEATINA,,41.873763,12.496802,,,,,
70166,70166,CASSIA/S. GIOVANNA ELISABETTA,,41.957153,12.455952,,,,,
81355,81355,VARIOLA,,41.887047,12.611605,,,,,
77902,77902,FRA' DI GIOVANNI/PASCHINI,,41.783817,12.342723,,,,,
70507,70507,EMANUELE FILIBERTO/DANTE,,41.892773,12.505598,,,,,
78743,78743,BIANCHINI/MAESTRELLI,,41.833323,12.501235,,,,,
71005,71005,PRENESTINA/COCCONI,,41.895075,12.563583,,,,,
70074,70074,FLAMINIA/MONTEROSI,,41.950912,12.481103,,,,,
78025,78025,CASAL BERTONE/S. MARIA CONSOLATRICE,,41.897830,12.535048,,,,,
77096,77096,L.GO DIAZ,,41.936445,12.464842,,,,,
76926,76926,MARE DEI CORALLI/MARE DEI CARAIBI,,41.730008,12.300943,,,,,
74705,74705,ANAGNINA/CASAL MORENA,,41.816108,12.617078,,,,,
70559,70559,DE MATTIAS/PANNONIA,,41.879447,12.501943,,,,,
78798,78798,MARCONI (MB),,41.848487,12.474838,,,,,
76475,76475,MONFORTANI,,41.937117,12.424503,,,,,
72656,72656,MELI,,41.880880,12.575543,,,,,
73094,73094,AURELIA/BRAVA,,41.886080,12.384727,,,,,
76802,76802,ROMAGNOLI/CALZA,,41.756313,12.298825,,,,,
74250,74250,LAURENTINA/BOSCOTRECASE,,41.748542,12.501517,,,,,
80619,80619,FLAMINIA/BELLE ARTI,,41.920813,12.472252,,,,,
73282,73282,GROTTAROSSA/VEIENTANA,,41.973137,12.442035,,,,,
78482,78482,COLOMBO/MARCONI,,41.832747,12.470635,,,,,
78548,78548,SERAFINI C.,,41.878205,12.428098,,,,,
20083,20083,VOLPATO/RADIO,,41.871407,12.467342,,,,,
77217,77217,MONTI S. PAOLO/CONFORTI,,41.789227,12.357210,,,,,
70818,70818,CAVOUR/ANNIBALDI,,41.894192,12.491732,,,,,
70581,70581,TIBURTINA/CROCIATE,,41.907883,12.525712,,,,,
77144,77144,LITORANEA/CANCELLO 7,,41.675547,12.391507,,,,,
71043,71043,BRAVETTA/FELTRESCHI,,41.884048,12.423972,,,,,
71648,71648,BOCCEA/DON GNOCCHI,,41.910853,12.394073,,,,,
76951,76951,COLOMBO/GIORDANO,,41.744210,12.356220,,,,,
73161,73161,VAL FIORITA/PARRI (MB-RL),,41.837608,12.463583,,,,,
81869,81869,STIA,,41.976713,12.514495,,,,,
71657,71657,CASALOTTI/ASTERIO,,41.915027,12.366625,,,,,
72949,72949,VIGNE/FOSSO DELLA TORRETTA,,41.840352,12.421982,,,,,
05000,05000,PIAZZA DEI CINQUECENTO,,41.901297,12.500420,,,,,
75294,75294,PAVESE/VITTORINI,,41.817462,12.468170,,,,,
81753,81753,CROCCO/OLIVI,,41.825688,12.397957,,,,,
71744,71744,CASILINA/GIARDINETTI,,41.864673,12.603985,,,,,
81939,81939,RATTO DELLE SABINE/ERETUM,,41.944113,12.600433,,,,,
72984,72984,RADICOFANI/S. GIMIGNANO,,41.974717,12.513207,,,,,
72534,72534,SACCO E VANZETTI/ALICATA,,41.909510,12.567978,,,,,
78327,78327,FANI M./STRESA,,41.938363,12.441568,,,,,
75382,75382,TOR DE' SCHIAVI/PRENESTINA,,41.893120,12.559943,,,,,
73129,73129,LGT TOR DI NONA/ZANARDELLI,,41.901615,12.470218,,,,,
71675,71675,CASILINA/TOR DE' SCHIAVI,,41.874550,12.562282,,,,,
82401,82401,RIBOTTA/DELOGU,,41.816483,12.454338,,,,,
76968,76968,PRASSILLA/TERRAZZE,,41.750132,12.354967,,,,,
70209,70209,CASSIA/CORTINA D'AMPEZZO,,41.952462,12.457453,,,,,
71173,71173,CLAUDIA/CELIO (H),,41.886808,12.494937,,,,,
81863,81863,SOLDATI/AMENDOLA,,41.968907,12.532073,,,,,
82530,82530,MUSCETTA/MARMORALE,,41.981953,12.558558,,,,,
76311,76311,BORGHESIANA/MESORACA,,41.869742,12.673722,,,,,
75679,75679,CELLULOSA/BOCCEA,,41.922967,12.367053,,,,,
30563,30563,STAZ.NE METRO CIPRO,,41.907108,12.448207,,,,,
79746,79746,CANDONI,,41.832277,12.411522,,,,,
78716,78716,CASTEL GIUBILEO/MONTELUPONE,,41.985680,12.507303,,,,,
77248,77248,ALESSANDRO MAGNO/TIMOCLE,,41.742297,12.344418,,,,,
74715,74715,GASPERINA/CAROLEI,,41.835440,12.602228,,,,,
73971,73971,CHIANESI/QUARANTA,,41.802565,12.447670,,,,,
77200,77200,LITORANEA/CANCELLO 4,,41.677665,12.387967,,,,,
77131,77131,COLOMBO/CIRCUITO,,41.730637,12.338560,,,,,
71577,71577,TIRRENO/MONTI SIBILLINI,,41.943135,12.529548,,,,,
78936,78936,MASSARUTI/MACCHIA PALOCCO,,41.768087,12.350725,,,,,
79441,79441,P.ZA ESCHILO,,41.769643,12.373383,,,,,
74881,74881,COLLE DI MEZZO/DE GASPARIS,,41.825210,12.491593,,,,,
76685,76685,CAMBRIDGE,,41.853668,12.623710,,,,,
75326,75326,PELIZZI/TORRE SPACCATA,,41.854028,12.583225,,,,,
74865,74865,ARCIDIACONO/GRADI,,41.822902,12.505253,,,,,
81832,81832,FIORANELLO/CIVICO 112,,41.787323,12.555368,,,,,
82539,82539,MAR ROSSO/TASMAN,,41.734578,12.296577,,,,,
74828,74828,P. ZA DELLE CAMELIE,,41.876132,12.564927,,,,,
76982,76982,ROMANISTI/RUTILIO,,41.869102,12.573785,,,,,
81356,81356,DELL'OMO/CASALE,,41.889430,12.610098,,,,,
73315,73315,V.LE S. MARIA ORAZIONE/CORPO C,,42.019233,12.498978,,,,,
74505,74505,UMANESIMO/OCEANO ATLANTICO,,41.820530,12.479412,,,,,
74389,74389,TALAMINI/ZIBORDI,,41.762950,12.480843,,,,,
78208,78208,CASAL BIANCO/CAPALTO,,41.942933,12.632317,,,,,
72032,72032,LIMA,,41.923740,12.496593,,,,,
72692,72692,APPIA/MARSICO NUOVO,,41.829508,12.557460,,,,,
74587,74587,PROSPERO COLONNA/S. SILVIA,,41.855833,12.451637,,,,,
76703,76703,MACCHIA PALOCCO/MENGS,,41.766632,12.344602,,,,,
70787,70787,CAVE ARDEATINE/PIRAMIDE (MB),,41.875547,12.482725,,,,,
78712,78712,MONTE URANO/CAMERATA PICENA,,41.984147,12.514007,,,,,
90504,90504,CIVITA CASTELLANA,,42.291577,12.413527,,,,,
75266,75266,TUSCOLANA/PUBLICOLA,,41.858468,12.559678,,,,,
70361,70361,CORSO/L.GO CHIGI,,41.901828,12.479970,,,,,
71292,71292,SCALO S. LORENZO/TALAMO,,41.893805,12.516577,,,,,
80620,80620,ANKARA/TIZIANO,,41.924485,12.471562,,,,,
72217,72217,CASSIA/DE BENEDETTI,,42.011137,12.377527,,,,,
80742,80742,ALESSANDRINI/DINA,,41.765827,12.473627,,,,,
70955,70955,MARCONI/MEUCCI,,41.866080,12.468577,,,,,
90161,90161,CASTEL FUSANO,,41.720587,12.308655,,,,,
71211,71211,NOCERA UMBRA/OTRICOLI,,41.879493,12.530660,,,,,
77995,77995,FABBRI/CHECCHI,,41.943543,12.565153,,,,,
75616,75616,BOCCEA/CASALOTTI,,41.919663,12.376823,,,,,
71845,71845,GALLERIA ARTE MODERNA,,41.916748,12.481098,,,,,
71259,71259,ROSSINI,,41.920538,12.491702,,,,,
79673,79673,PARTIGIANI,,41.873677,12.484823,,,,,
71572,71572,NOMENTANA/REGINA MARGHERITA,,41.913193,12.507075,,,,,
71425,71425,MAGLIANA/AVENZA,,41.833338,12.439968,,,,,
70583,70583,MACEDONIA/LATINA,,41.873427,12.511855,,,,,
77967,77967,ASPERTINI/GABBIANI,,41.872222,12.629692,,,,,
74744,74744,PASSOLOMBARDO/BROLO,,41.826817,12.639122,,,,,
75251,75251,BENUCCI/MONTALCINI,,41.850353,12.452332,,,,,
79630,79630,VERMICINO/OSTERIA FINOCCHIO,,41.854565,12.675395,,,,,
78326,78326,FANI M./SANGEMINI,,41.935857,12.439855,,,,,
72712,72712,CAPANNELLE/GAMIANA,,41.834960,12.571198,,,,,
75585,75585,SOANA,,41.880897,12.509112,,,,,
78389,78389,ALDOBRANDESCHI,,41.880575,12.401527,,,,,
74355,74355,RESISTENZA/GIGLIOZZI,,41.777542,12.438837,,,,,
70848,70848,CASALETTO/VILLA ZINGONE,,41.865262,12.437793,,,,,
78129,78129,CINECITTA' (MA),,41.852710,12.569155,,,,,
70190,70190,P.ZA CAVOUR,,41.905953,12.470050,,,,,
20033,20033,CIMITERO/V.LE UFFICI,,42.008468,12.493493,,,,,
73741,73741,PRATI FISCALI/VAL DI SANGRO,,41.945972,12.521858,,,,,
71658,71658,BORGOSESIA,,41.911772,12.366653,,,,,
78571,78571,BOCCHI/ROMAGNONI,,41.777453,12.349423,,,,,
74625,74625,P.LE CARAVAGGIO,,41.850955,12.492468,,,,,
75292,75292,PAVESE/OCEANO ATLANTICO,,41.818935,12.467465,,,,,
74751,74751,V.LO PASSOLOMBARDO,,41.829403,12.636915,,,,,
77925,77925,FRA' DI GIOVANNI/PASCHINI,,41.783915,12.343170,,,,,
79670,79670,LGT TESTACCIO/FRANKLIN,,41.879158,12.471192,,,,,
80617,80617,GROTTAROSSA/QUARTO ANNUNZIATA,,41.977773,12.466538,,,,,
76194,76194,BALDUINA/CERBONI,,41.922000,12.438377,,,,,
71813,71813,CASILINA/PRATAPORCI,,41.862627,12.685772,,,,,
73252,73252,PANIZZI/CASAL DEL MARMO,,41.955923,12.402345,,,,,
04963,04963,UMANESIMO/S. EUGENIO (H),,41.822685,12.472128,,,,,
73821,73821,NOMENTANA/POGGIO FIORITO,,41.973063,12.613393,,,,,
75301,75301,SCRIBONIO CURIONE,,41.864720,12.554442,,,,,
73925,73925,MONTI TIBURTINI/C.NE NOMENTANA,,41.921240,12.527707,,,,,
72680,72680,CAPANNELLE/CIV. 217,,41.844643,12.574872,,,,,
73140,73140,BORROMEO F./CLEMENTE XI,,41.914772,12.414653,,,,,
81260,81260,EIFFEL/COMMERCITY,,41.807328,12.335478,,,,,
76974,76974,FUCINI/BUFALOTTA,,41.953430,12.544813,,,,,
77040,77040,MAR ROSSO/STADIO,,41.732845,12.300703,,,,,
77072,77072,CASTEL PORZIANO/STRADELLA,,41.734550,12.360430,,,,,
74481,74481,PRENESTINA/PONZONI,,41.890747,12.676070,,,,,
71811,71811,ROCCA CENCIA/SERRULE,,41.865105,12.687820,,,,,
78660,78660,CASOREZZO/MALNATE,,41.955115,12.383427,,,,,
70258,70258,CICERONE/PLINIO,,41.907560,12.468350,,,,,
72989,72989,RADICOFANI/S. GIMIGNANO,,41.974823,12.513138,,,,,
70987,70987,TORRE ROSSA/COLLEGIO S. PAOLO,,41.892888,12.427778,,,,,
70425,70425,MONZA/LA SPEZIA,,41.885930,12.515558,,,,,
70855,70855,VENETO/SARDEGNA,,41.908207,12.489057,,,,,
81844,81844,CONCA D'ORO (MB1),,41.938990,12.527230,,,,,
75101,75101,SETTE METRI/ACQUA MARIANA,,41.816342,12.607783,,,,,
77783,77783,IDROSCALO/ATLANTICI 2,,41.740508,12.253140,,,,,
73160,73160,AURELIA/RICHELMY,,41.898517,12.442255,,,,,
77151,77151,LITORANEA/EX DAZIO,,41.702198,12.348220,,,,,
71307,71307,CASTANI/GELSI,,41.888172,12.565437,,,,,
70461,70461,PARIOLI/STUPARICH,,41.929007,12.486063,,,,,
70137,70137,XX SETTEMBRE/PIAVE,,41.907037,12.498207,,,,,
71017,71017,POGGIO VERDE/FEDI,,41.853508,12.413403,,,,,
74959,74959,CASALE S. BASILIO/NOMENTANA,,41.945907,12.566558,,,,,
75429,75429,PISANA/LONGHENA,,41.868800,12.412345,,,,,
74464,74464,C.NE TRIONFALE/TELESIO,,41.911657,12.449462,,,,,
81882,81882,BENE/LIONELLO,,41.972555,12.536783,,,,,
79278,79278,POLLIO/DE CRISTOFORIS,,41.900010,12.534165,,,,,
75879,75879,BALDUINA/MASSIMI,,41.927855,12.442442,,,,,
74583,74583,SIRTORI/MARONCELLI,,41.855598,12.449338,,,,,
73734,73734,CONTI/MONTE MASSICO,,41.952363,12.528718,,,,,
76577,76577,LGT M.LLO DIAZ/MIN. ESTERI,,41.934157,12.462563,,,,,
71516,71516,BUFALOTTA/MONTE FUMAIOLO,,41.947433,12.539955,,,,,
75083,75083,TORREVECCHIA/BERNETTI,,41.917193,12.408540,,,,,
73136,73136,GASPARRI P.,,41.921010,12.414717,,,,,
77256,77256,ARISTONICO/MENIPPO,,41.758518,12.362317,,,,,
78090,78090,VALLE DEI FONTANILI/GUICCIARDI,,41.923567,12.408838,,,,,
75340,75340,PELIZZI/G.R.A.,,41.855943,12.584043,,,,,
70208,70208,CASSIA/PARETO,,41.950625,12.460477,,,,,
80585,80585,MAXXI,,41.928543,12.468695,,,,,
71738,71738,TORRENOVA/CASETTA MISTICA,,41.875908,12.619113,,,,,
78549,78549,VAL DI LANZO/VAL SILLARO,,41.941262,12.528167,,,,,
73874,73874,CIMONE/MONTE ACERO,,41.931105,12.537473,,,,,
70726,70726,BALLARIN/MAROSO,,41.839552,12.492175,,,,,
77136,77136,CASTEL PORZIANO/SALORNO,,41.735853,12.366072,,,,,
72163,72163,CASSIA/NEPI,,41.940360,12.466215,,,,,
76401,76401,SILONE/VERGANI,,41.813242,12.473200,,,,,
76754,76754,VALLE MELAINA/VENTOTENE,,41.947145,12.525748,,,,,
73005,73005,OZANAM/FABIOLA,,41.876435,12.448502,,,,,
72582,72582,NOMENTANA/STAMPA,,41.944532,12.560752,,,,,
73453,73453,L.GO PRENESTE,,41.892118,12.541045,,,,,
82220,82220,CORROPOLI/TORANO NUOVO,,41.931058,12.648763,,,,,
72532,72532,SACCO E VANZETTI/NICCOLAI,,41.910573,12.571398,,,,,
73238,73238,CAMILLUCCIA/VIVAI,,41.941860,12.446760,,,,,
76446,76446,GROSSO U.,,41.737150,12.255040,,,,,
70761,70761,COSTANTINO/VILLA LUCINA,,41.857380,12.484070,,,,,
73528,73528,PRENESTINA/ROCCA CENCIA,,41.890100,12.694682,,,,,
72603,72603,NOMENTANA/RIONERO,,41.936420,12.538563,,,,,
75060,75060,TORREVECCHIA/SAVIGNONE,,41.912593,12.403745,,,,,
71704,71704,TOR CARBONE/CASALE MARINI,,41.825837,12.529422,,,,,
76092,76092,CORNELIA/VILLATA,,41.900738,12.389963,,,,,
76809,76809,ROMAGNOLI/MASPERO,,41.766387,12.315905,,,,,
90159,90159,LIDO CENTRO,,41.732975,12.284000,,,,,
78398,78398,LGT VITTORIA/ORTIGARA,,41.921592,12.465593,,,,,
99510,99510,VIGNANELLO,,42.382587,12.276390,,,,,
70847,70847,L.GO FIORENTINI,,41.898752,12.464835,,,,,
75306,75306,DOPPLER,,41.782683,12.492112,,,,,
79759,79759,TRASTEVERE/MIN. PUBBLICA ISTRUZIONE,,41.885125,12.470627,,,,,
77882,77882,VALLERANO/CIVICO 89,,41.784232,12.468728,,,,,
72862,72862,PSG GIANICOLO/COLLEGIO UCRAINO,,41.895012,12.459923,,,,,
72538,72538,COLLATINA/GROTTA DI GREGNA,,41.900648,12.566905,,,,,
71791,71791,CASILINA/SICULIANA,,41.864325,12.661152,,,,,
77019,77019,RONCA,,41.733048,12.287035,,,,,
77399,77399,CIMITERO FLAMINIO,,42.019238,12.491952,,,,,
78818,78818,SAPONARA/DISCOVOLO,,41.769677,12.332827,,,,,
71831,71831,ROMANISTI/PARTINI,,41.869343,12.571412,,,,,
75703,75703,CASALE LUMBROSO/SEVERI,,41.871127,12.364812,,,,,
72935,72935,STAZ.NE AURELIA,,41.883293,12.394178,,,,,
76356,76356,CASILINA/CASALE FINOCCHIO,,41.863372,12.690287,,,,,
70575,70575,PROVINCIE,,41.908708,12.521080,,,,,
73717,73717,CAPRAIA/MONTE CROCE,,41.945652,12.533433,,,,,
74516,74516,CHIANESI/CORTESE,,41.799268,12.447825,,,,,
99114,99114,LA GIUSTINIANA,,42.001483,12.489353,,,,,
76808,76808,ROMAGNOLI/FIORELLI,,41.765178,12.313205,,,,,
77252,77252,ALESSANDRO MAGNO/CASALPALOCCO,,41.746635,12.355438,,,,,
71239,71239,FRASSINI,,41.884908,12.568290,,,,,
77137,77137,CASTEL PORZIANO/PINZOLO,,41.736805,12.369775,,,,,
73886,73886,BISSOLATI,,41.905287,12.492688,,,,,
74514,74514,GASTALDI,,41.796765,12.451612,,,,,
73676,73676,GROTTA PERFETTA/GRANAI NERVA,,41.836118,12.510128,,,,,
71778,71778,TORRE GAIA (MC),,41.863898,12.636242,,,,,
73261,73261,FIORI C./LANDUCCI TOSI,,41.958457,12.397082,,,,,
70518,70518,PETROSELLI,,41.890152,12.480963,,,,,
74883,74883,EMANUELLI/DI LEGGE,,41.823137,12.490485,,,,,
78875,78875,ARCO DI TRAVERTINO (MA),,41.865252,12.534517,,,,,
77198,77198,LITORANEA/CANCELLO 2,,41.682613,12.380898,,,,,
74622,74622,MANTEGNA/TOR MARANCIA,,41.853455,12.497230,,,,,
77795,77795,GUIDICCIONI/GALASSI,,41.900087,12.391303,,,,,
73989,73989,FIORENTINI F./BERGAMINI,,41.907443,12.556295,,,,,
75425,75425,TOR VERGATA/SALMOIRAGHI,,41.859455,12.622333,,,,,
71967,71967,TIBURTINA/CASALE CAVALLARI,,41.932567,12.594697,,,,,
75343,75343,SERAFINI/BUONAMICI,,41.861417,12.574078,,,,,
70807,70807,DE NOBILI,,41.864188,12.491142,,,,,
75645,75645,CELLULOSA/BOCCEA,,41.922677,12.367025,,,,,
77001,77001,PAOLO ORLANDO/PIETRO ROSA,,41.731458,12.284730,,,,,
74426,74426,UMANESIMO/S. EUGENIO (H),,41.822478,12.472443,,,,,
73677,73677,GROTTA PERFETTA/CALDERON BARCA,,41.837775,12.508002,,,,,
80566,80566,PONTE TESTACCIO,,41.876052,12.471285,,,,,
75583,75583,ALBERESE,,41.849390,12.441040,,,,,
72981,72981,RADICOFANI/MONTE S. SAVINO,,41.976910,12.510427,,,,,
72151,72151,CIRO IL GRANDE,,41.836210,12.469323,,,,,
70951,70951,ORTI DI CESARE (FL1),,41.872985,12.466682,,,,,
75800,75800,IGEA,,41.934238,12.440392,,,,,
73370,73370,UNIVERSITA'/REGINA ELENA,,41.905333,12.515273,,,,,
74178,74178,PORTUENSE/CASALETTO,,41.853393,12.437520,,,,,
77559,77559,V.LE N. SIGNORA LOURDES/RIQ.26,,42.015460,12.492768,,,,,
71609,71609,GIANICOLENSE/COLLI PORTUENSI,,41.876805,12.444113,,,,,
72941,72941,PORTUENSE/TRULLO,,41.851818,12.433915,,,,,
71695,71695,CASILINA/TOR PIGNATTARA,,41.880010,12.542987,,,,,
76713,76713,MACCHIA SAPONARA/STADIO,,41.772825,12.354103,,,,,
71021,71021,REDUZZI,,41.846753,12.410655,,,,,
71467,71467,SALARIA/G.R.A.,,41.993548,12.514673,,,,,
71374,71374,APPIA ANTICA/CAFFARELLA,,41.865838,12.505152,,,,,
74681,74681,PORTUENSE/FORLANINI (H),,41.863050,12.453957,,,,,
75081,75081,TORREVECCHIA/GRECO,,41.921873,12.411068,,,,,
79565,79565,GIANICOLENSE/MASSI,,41.873000,12.461763,,,,,
70632,70632,S. NEMESIO/CTO (H),,41.858628,12.488870,,,,,
70438,70438,FORTIFIOCCA/DENINA,,41.870743,12.522693,,,,,
79930,79930,GIORGI,,41.918913,12.522733,,,,,
71541,71541,CARNARO,,41.939775,12.532293,,,,,
73205,73205,FIORI C./LANDUCCI TOSI,,41.958272,12.397407,,,,,
72207,72207,MILLEVOI,,41.821598,12.517943,,,,,
71219,71219,PRENESTINA/LARICI,,41.894925,12.573972,,,,,
71510,71510,NOMENTANA/VAL D'OSSOLA,,41.933782,12.530565,,,,,
75741,75741,TRIONFALE/S. MARIA DELLA PIETA' (H),,41.941027,12.421965,,,,,
82683,82683,GAURICO/STAZIONE METRO LAURENTINA,,41.826687,12.482308,,,,,
72673,72673,TRIESTE/ISTRIA,,41.923152,12.513647,,,,,
72090,72090,REGINA MARGHERITA/GALENO,,41.911122,12.508972,,,,,
74254,74254,LAURENTINA/ALPE,,41.727967,12.508063,,,,,
71595,71595,ZAMBARELLI/GIANICOLENSE,,41.876545,12.445763,,,,,
73858,73858,NOMENTANA/CICERONE,,41.998937,12.626030,,,,,
70675,70675,MADRE C. GABRIEL,,41.780788,12.345772,,,,,
75129,75129,ANAGNINA/CAMPO ROMANO,,41.825542,12.603667,,,,,
74029,74029,BULLICANTE/CANOSA,,41.883512,12.543508,,,,,
72237,72237,CASSIA/LEGA,,41.979535,12.417637,,,,,
81352,81352,CISTERNOLA/CANTONI,,41.889432,12.607623,,,,,
74469,74469,ALIMENA B./CANONICO,,41.847773,12.602078,,,,,
71195,71195,PRENESTINA/TOR TRE TESTE,,41.894190,12.591728,,,,,
72039,72039,S. COSTANZA,,41.921875,12.515612,,,,,
78051,78051,STAZ.NE PRIMA PORTA,,42.000367,12.493610,,,,,
75105,75105,ASCARI/GRANAI NERVA,,41.834050,12.508352,,,,,
71933,71933,OSTIENSE/GARBATELLA (MB),,41.868155,12.479613,,,,,
71451,71451,MAGLIANA/ASCIANO,,41.836820,12.449973,,,,,
79923,79923,GUALTERIO/CERVIALTO,,41.952808,12.523200,,,,,
74914,74914,AGRICOLTURA,,41.836707,12.471565,,,,,
74420,74420,ACRI/ARDIGO',,41.843035,12.481843,,,,,
76771,76771,ROMAGNOLI/DONATI,,41.776878,12.342833,,,,,
74722,74722,GASPERINA/ANAGNINA,,41.831140,12.598212,,,,,
70128,70128,CATANZARO,,41.911878,12.517157,,,,,
75082,75082,TORREVECCHIA/PALEOTTI,,41.919945,12.409830,,,,,
72346,72346,MONTE DEL GALLO/CAVA AURELIA,,41.896823,12.451672,,,,,
80754,80754,TORRENOVA/FUMAGALLI,,41.868283,12.616820,,,,,
71642,71642,BOCCEA/GREGORIO XIII,,41.903597,12.418100,,,,,
80523,80523,PRENESTINA/GIUSSANO,,41.892255,12.534555,,,,,
75159,75159,VIGNE/VIGNA GIRELLI,,41.843045,12.421663,,,,,
73111,73111,COLLI PORTUENSI/FERMI C.,,41.864500,12.443663,,,,,
76818,76818,TIRRENO/VALLE SCRIVIA,,41.944738,12.527667,,,,,
71108,71108,TIBURTINA/VERANO,,41.908025,12.529453,,,,,
75256,75256,STATELLA/FALCONE,,41.854065,12.450983,,,,,
75075,75075,LOMBROSO/VERGA,,41.935125,12.418090,,,,,
82874,82874,MARTINICA/EBRIDI,,41.738675,12.261925,,,,,
79322,79322,PAOLA,,41.900047,12.465725,,,,,
72171,72171,CASSIA/GROTTAROSSA,,41.971122,12.434430,,,,,
74030,74030,BULLICANTE/MALATESTA,,41.886343,12.543325,,,,,
77601,77601,SAN BASILE/CASAL MORENA,,41.829630,12.616867,,,,,
70417,70417,RAGUSA,,41.881658,12.523207,,,,,
78017,78017,MANCINI,,41.930798,12.464558,,,,,
80518,80518,BOCCEA/CASAL DEL MARMO,,41.915033,12.382847,,,,,
70162,70162,GREGORIO VII/RANUCCI,,41.896200,12.449358,,,,,
76670,76670,BALENIERE/TRAGHETTI,,41.735818,12.278053,,,,,
82596,82596,BRESSANONE/S.AGNESE ANNIBALIANO (MB1),,41.923338,12.516082,,,,,
82611,82611,BRUNETTI,,41.787732,12.490965,,,,,
76887,76887,CAMILLO DA ALBINO/CATRANI,,41.783652,12.351420,,,,,
75121,75121,STAZ.NE CIAMPINO/ANAGNINA,,41.814522,12.617712,,,,,
76827,76827,ACILIA/SAPONARA,,41.781200,12.366443,,,,,
77566,77566,ROMAGNOLI/CALZA,,41.755942,12.298668,,,,,
73149,73149,BOCCEA/GREGORIO XIII,,41.903477,12.419470,,,,,
73078,73078,DE LA SALLE (MA),,41.899112,12.427498,,,,,
76303,76303,STAZ.NE MONTE MARIO (FS-FL3),,41.938983,12.421152,,,,,
70360,70360,TOMACELLI,,41.904598,12.477745,,,,,
73359,73359,UNIVERSITA'/REGINA ELENA,,41.905430,12.515107,,,,,
70552,70552,CAMPO FARNIA/CIV. 166,,41.830248,12.577527,,,,,
76611,76611,TORCEGNO/CASTEL PORZIANO,,41.737390,12.375482,,,,,
73827,73827,NOMENTANA/PODERE S. ALESSANDRO,,41.960053,12.588987,,,,,
77862,77862,S. GASPARE DEL BUFALO,,41.866893,12.532023,,,,,
77456,77456,CIAMARRA/UFF. ENTRATE,,41.856517,12.590717,,,,,
81933,81933,ASMARA/S.AGNESE ANNIBALIANO (MB1),,41.924747,12.516575,,,,,
82197,82197,FORO OLITORIO,,41.890815,12.480035,,,,,
72655,72655,DALMAZIA,,41.915732,12.505178,,,,,
82528,82528,COLLI SUL VELINO,,41.937210,12.624557,,,,,
77400,77400,LAURENTINA/TRE FONTANE,,41.835023,12.480907,,,,,
72123,72123,SABATINI C./DECIMA,,41.820683,12.443110,,,,,
73829,73829,NOMENTANA/G.R.A.,,41.955973,12.577487,,,,,
75349,75349,CASETTA MATTEI/CORVIALE,,41.853547,12.420883,,,,,
73650,73650,PIRAMIDE (MB),,41.875918,12.481738,,,,,
82620,82620,TOR PAGNOTTA,,41.802070,12.487055,,,,,
90155,90155,VITINIA,,41.795377,12.403682,,,,,
76434,76434,MARINETTI/JOYCE,,41.808803,12.482502,,,,,
74338,74338,COLOMBO/ATLANTICO,,41.819700,12.463448,,,,,
79352,79352,A. DI S. GIULIANO,,41.935908,12.461655,,,,,
81728,81728,PORTONACCIO/TIBURTINA,,41.906937,12.534717,,,,,
71411,71411,FOLCHI/RAMAZZINI,,41.867657,12.453258,,,,,
71742,71742,TORRENOVA/TORALDO,,41.865145,12.618545,,,,,
